Profit,Inventory
27.94411785867708,0.0
28.856158722427026,-1.0
42.92516967559964,-1.0
43.18139506179648,-1.0
50.58338295769606,0.0
47.64418023464049,1.0
36.443298882997176,0.0
40.17182401740762,1.0
41.1377733157527,-1.0
39.229231011495926,-1.0
53.373740412124654,1.0
33.87389343418813,-1.0
37.0856995987033,2.0
44.40442258851763,-1.0
51.00909973210702,0.0
48.34023988481903,1.0
68.66834184660209,-1.0
42.01888888040058,-1.0
48.14810399929147,1.0
39.552931837240514,0.0
48.78478727915125,-1.0
44.66417050198359,-2.0
24.539922573214284,-1.0
49.972310464194635,-1.0
31.778163654260027,-1.0
30.258456470369424,1.0
36.16005247975027,-1.0
43.427091269133975,0.0
42.14507754169813,-1.0
34.343897099038514,-1.0
56.71676252782795,0.0
49.342076406980006,0.0
52.17407632713253,-1.0
28.49739316624712,0.0
44.53722702988868,0.0
38.17452424250563,2.0
41.82221740976189,1.0
47.202915020124536,0.0
42.39072005620228,1.0
46.167977922267305,1.0
40.08967660903935,1.0
46.65273630834174,2.0
42.3195422666266,0.0
42.15781157865939,1.0
37.130615082999114,0.0
42.59497403550588,1.0
62.15035725423108,3.0
42.32356998841669,-1.0
39.83930891281149,0.0
69.6581153472786,0.0
33.392796986527145,-1.0
39.47513798444831,0.0
53.4634860502691,-2.0
56.55092231900883,-1.0
47.51204830508169,-1.0
51.2912597026609,0.0
43.82070047572754,-1.0
39.99747997453444,-1.0
56.45991981432945,1.0
37.59766005053279,-1.0
35.61969631413222,0.0
35.59506722971331,-2.0
31.359076097501948,0.0
47.41319141441144,-1.0
37.56379418744487,0.0
42.49366788323999,-3.0
48.61993376805557,0.0
36.658330172979916,-1.0
48.65133319416458,-1.0
41.42113399912105,1.0
48.25001699617245,0.0
59.04420377541916,-1.0
42.71239609745217,0.0
51.32256408383016,1.0
34.78350779349522,0.0
46.527317885947824,-2.0
49.94425756439425,-2.0
52.15770255108228,1.0
37.56620091797967,1.0
40.56446098172814,1.0
41.19144786393193,0.0
28.994124807633014,0.0
59.51739908512914,1.0
29.00636141803762,0.0
46.17252651039248,1.0
31.503332983256534,2.0
40.544632443908625,1.0
36.73789233693773,1.0
50.17064605849187,0.0
43.23530561682513,-1.0
44.83604548582975,1.0
47.687172958193095,1.0
39.81400420934702,0.0
36.644040565428796,0.0
51.31784467519039,0.0
46.23489887185607,-1.0
40.071507970995484,-1.0
42.3523948399548,0.0
39.41227383473461,1.0
44.3247137281704,-1.0
41.560441600046296,0.0
34.04755344208428,0.0
57.45460879027187,2.0
51.98645912444846,-1.0
44.042405723305855,1.0
61.290030676253664,1.0
54.78120759621951,0.0
34.886279131074765,0.0
39.83622444839756,0.0
30.558258598114264,0.0
49.13250963028494,-1.0
63.825814026945736,1.0
32.980531657720725,1.0
35.161479151057286,0.0
48.8408876861359,-1.0
45.82223352161927,1.0
54.63089163580929,2.0
30.42778601110487,-2.0
48.76050863977846,-1.0
45.22025064094913,1.0
33.68899689243662,0.0
55.36456254750537,-1.0
45.2283143449894,-2.0
51.449636794411155,0.0
39.93669928424793,0.0
35.54355252549689,0.0
28.066674004803048,0.0
47.504258364101,1.0
51.256100978563666,-1.0
24.997652363640498,-1.0
40.849657137382955,0.0
49.555254365726874,0.0
34.029317112898696,1.0
42.38029514501161,0.0
60.78744759941021,0.0
32.342773763536215,-1.0
45.8618904166171,1.0
27.06297854993801,0.0
37.26065329326215,1.0
32.39838164562225,-1.0
33.67858841983616,0.0
42.98365756673703,2.0
55.516813514312375,0.0
49.91839869818515,2.0
49.804369338506525,-1.0
16.708526218239598,0.0
33.338853409440404,0.0
38.57667020442852,-1.0
35.85117209792003,0.0
28.721880022576272,1.0
36.7509451510688,-1.0
46.62056362951396,1.0
40.42509461388514,-1.0
44.627925300528155,1.0
