Profit,Inventory
47.07834348230699,0.0
50.5511226748086,-1.0
60.43552301000352,0.0
43.508226644632074,2.0
47.57330963907656,-1.0
49.8693448851246,0.0
44.78337847653418,1.0
55.0694722710241,-1.0
48.34113946280596,-1.0
50.62502763379588,1.0
39.76249615902068,0.0
43.73477274139753,2.0
43.19748929949347,3.0
44.83493922985347,0.0
48.01643555850819,1.0
39.154416212711354,0.0
37.52432399619249,0.0
40.377920536633624,-1.0
46.42627525536653,-1.0
47.45896070195466,0.0
38.44595975834852,-2.0
45.7635309824809,0.0
29.468688587003236,0.0
46.43012824161959,1.0
46.98490217277784,0.0
38.81444679381837,1.0
37.68766741613482,-1.0
28.649223648580445,0.0
44.98812182543839,0.0
43.48915878442368,-1.0
49.524792516206446,2.0
61.21808298860655,1.0
48.24608079864408,1.0
38.36691141929695,0.0
61.54133033834137,0.0
46.40045621574328,0.0
47.113987898384615,0.0
43.903238252807625,0.0
39.546404220420555,1.0
46.39261734833731,1.0
43.98707693948947,-1.0
40.702968373174656,0.0
49.508956020720504,-1.0
49.31589751203593,1.0
42.40057949395434,-1.0
44.52195881075711,-1.0
44.21771627829468,0.0
39.70044125766281,0.0
43.67643695602295,0.0
35.95894645936458,0.0
51.21773614424853,-2.0
44.93122040212116,-1.0
42.695616280957196,-1.0
46.45612657495338,1.0
54.26288375734244,0.0
40.519493906947034,1.0
43.5805661233964,1.0
48.357637597686775,-1.0
45.69458537605385,0.0
48.5695026514982,0.0
39.95096435711966,1.0
56.11002650900999,-1.0
52.32317750633527,0.0
48.885101466496884,0.0
42.967281465456146,0.0
49.36423556592536,1.0
46.713652379298466,0.0
57.18744554029829,-1.0
42.918339641211155,1.0
31.98310819858124,1.0
55.10097466119109,-1.0
51.20283883819659,0.0
44.83796231760792,0.0
45.050262384382606,2.0
54.768477120996664,-1.0
51.88883949195834,1.0
41.884728849450745,0.0
44.37963253424992,1.0
41.51939974044988,0.0
43.990720440255124,-1.0
45.30736034916207,0.0
40.67097178543098,-1.0
45.14657349591625,-1.0
44.02698937358151,0.0
51.75912948361384,0.0
34.4954839587324,-1.0
47.81616715206445,0.0
46.740628345756264,0.0
53.884700873884675,0.0
44.476569316617635,0.0
41.880244972770306,0.0
49.0013396704436,0.0
45.90303963227939,-2.0
41.21862448534958,1.0
42.01887502501825,0.0
50.75856209316523,0.0
37.15100481779123,1.0
54.89263484239286,0.0
37.80288739797196,-1.0
43.66731500266264,0.0
50.933831541923205,-1.0
41.30265000546135,-1.0
40.0866023749809,2.0
49.385565260485784,-1.0
43.93529745506537,0.0
50.92933155074119,1.0
38.55780603313491,3.0
49.00770895576173,0.0
46.99496788489587,0.0
42.91512449761284,0.0
42.52034655179759,1.0
38.30045131376724,-2.0
51.33454759462246,1.0
38.487339516574046,1.0
50.356353035884126,-1.0
48.263729898149364,0.0
44.148467035608604,0.0
44.21779109828791,0.0
48.94045551111587,0.0
32.41635784407923,-1.0
35.37956998517737,3.0
46.60993461011719,0.0
37.32366057607387,-1.0
43.97814767926055,1.0
41.63508957042976,0.0
48.160054322873656,1.0
43.070118882976814,2.0
50.362287729235995,1.0
39.56020332889341,0.0
50.967894030045905,1.0
52.08946645270562,1.0
48.710220339364994,-1.0
46.425899223886965,1.0
45.74303134587643,1.0
38.382535445545344,-1.0
45.912951235694706,1.0
48.16575996927956,1.0
38.30755463629238,1.0
40.50629427910954,-1.0
38.539637612342,1.0
40.00357622755071,1.0
41.416417735262364,0.0
44.17793547304085,1.0
45.682619361266276,0.0
44.51694685715157,-2.0
42.68398650399935,2.0
45.19274785291556,-1.0
42.61650918732067,0.0
45.19231673263803,0.0
34.940398190929606,-1.0
46.88676349195261,-2.0
37.84085406362027,0.0
48.73146986909106,-2.0
40.62756941723596,0.0
41.12393358730862,1.0
49.44026522418183,0.0
50.86452941367809,0.0
43.795866651443205,1.0
47.654677315692616,0.0
51.19895854543018,0.0
43.70299998700222,2.0
48.06895194901446,-2.0
41.01972360452505,-1.0
36.97639821838354,1.0
39.66141999914092,-1.0
48.64936323381152,0.0
42.15385961472293,-2.0
48.04777962521725,0.0
56.437179451717235,0.0
42.29347465791806,-1.0
45.20585177860232,0.0
35.62284375927926,-2.0
50.95779137837227,2.0
45.91567233796787,1.0
73.46789453830044,0.0
49.58863928514637,-1.0
41.09643359558524,1.0
30.913115527085246,0.0
45.247472436131,-1.0
44.106531617274136,-1.0
48.559016565233776,1.0
40.60337609585493,0.0
40.8835175482661,1.0
36.483767220112526,0.0
45.99561398365222,-2.0
41.42080556922076,1.0
44.24773261089046,1.0
42.72231880419357,-1.0
53.922298910392335,0.0
46.112511510279404,0.0
47.29350641067596,-1.0
40.94112950663154,1.0
42.65333020701798,0.0
61.80190356888282,-1.0
40.49105794998042,-1.0
50.637844246593254,0.0
41.27456308357382,0.0
58.95051700395454,-1.0
43.686486210445054,0.0
41.26869245804391,0.0
46.135029758277,0.0
48.78743816111724,-2.0
47.86280477382755,-1.0
30.30997106038415,0.0
41.321523138287255,1.0
46.70274378460838,1.0
46.45883253708895,-1.0
41.426412090795225,0.0
54.57892812401563,0.0
37.96350299057051,0.0
55.11530628201134,0.0
41.45594084756199,-1.0
47.832393214621554,-1.0
42.40938079972452,-1.0
45.34460331057317,0.0
42.57145912807006,0.0
46.615317752882774,-2.0
42.055301060385375,1.0
33.08185090068699,0.0
49.13484361117268,0.0
40.41371759583012,0.0
38.91675097628137,1.0
50.77487406416606,0.0
52.76063629530625,0.0
44.64601088665267,0.0
45.18124840464408,-1.0
56.066148740859084,-1.0
53.77158498793309,0.0
47.2639981798383,0.0
45.51919629925455,-1.0
40.03948411722902,0.0
45.377751945228745,0.0
46.36796212397188,0.0
42.344416471785614,0.0
17.41606838597467,1.0
50.96216885440966,0.0
48.493801460876035,1.0
51.47553696259571,1.0
51.683980538305,0.0
56.45298112717585,0.0
37.73537886597354,1.0
44.37764278665318,1.0
54.002567696578645,-1.0
42.6704830196227,1.0
50.45222862900742,0.0
46.68682216288456,0.0
45.289925901840064,1.0
46.34578803401231,0.0
48.67987033685384,0.0
51.15352589018516,0.0
45.21726140814679,-1.0
49.793285740875355,1.0
46.149825759860164,3.0
48.96938841624933,2.0
49.066591932545144,-1.0
51.52699749266668,1.0
42.03950206068852,0.0
45.310855008536876,-1.0
47.99260832258757,0.0
46.20769730497245,0.0
48.42139517975997,-1.0
40.3870027358351,-1.0
50.212055988182755,1.0
40.2505086539353,0.0
37.76922831856238,0.0
54.911072480790644,-1.0
47.45997773424951,-1.0
39.630255438300196,1.0
55.228343158248535,1.0
40.17204505884128,0.0
43.9314114321741,-2.0
44.043170414950765,0.0
43.453619778682906,-1.0
53.14793502867229,1.0
42.74202937530954,1.0
46.43175241319433,-2.0
44.35374706355642,-1.0
52.814550477906195,0.0
54.25837220644013,-1.0
38.735840604475534,-1.0
35.20494215708975,2.0
50.98644191285295,0.0
40.15539743484948,0.0
34.20523024085068,-2.0
44.00762607857319,0.0
40.72581249488786,1.0
52.99686073693682,0.0
38.665716654125724,-1.0
54.98857790493403,1.0
41.734399269312775,0.0
49.403613301285624,0.0
44.19286070882795,1.0
42.440347791062514,-1.0
52.586107842841315,1.0
41.5016967087936,1.0
44.67267821956875,0.0
56.63690716699305,0.0
47.41507112512862,-1.0
52.158136169409254,1.0
39.32402493409507,-1.0
40.8241090852591,0.0
46.15613391652063,0.0
40.99525630656715,0.0
43.49787812439999,0.0
42.50414164940357,1.0
50.73818529458567,0.0
35.427538700166544,-1.0
39.45722794819608,-2.0
44.301770465830074,1.0
46.93826870089865,-1.0
42.61039697065372,1.0
45.20675231481833,0.0
43.27382218930715,-1.0
43.923888455703235,0.0
41.56877671068752,2.0
44.63936471561082,0.0
47.23910099141981,0.0
50.54824364422094,0.0
39.06954843159818,-2.0
39.60834667546618,-2.0
41.91740920642437,-1.0
37.38575971214765,-1.0
37.98837621180087,-2.0
43.708256659556504,1.0
34.29580600236519,-1.0
43.975809098336356,0.0
48.53669768429357,0.0
47.53052161536241,0.0
40.78760635868598,0.0
46.65088576017822,1.0
34.09618847937659,2.0
37.951621705626145,1.0
35.60755553348543,1.0
44.38104965330538,0.0
49.422153429608485,0.0
44.354736842674086,0.0
42.886867873759805,-1.0
53.777816858740074,-1.0
46.09494946597262,-1.0
41.142185620568036,-1.0
35.04567539558066,1.0
46.56543549774901,-1.0
41.30015445024682,1.0
50.70882220701916,0.0
41.75051580495388,1.0
44.887940774653515,2.0
34.231576804012164,2.0
39.43655544536943,1.0
47.5717431457836,2.0
36.39864740545087,-2.0
51.475415476469436,0.0
43.43137033687833,1.0
48.027516052349426,-1.0
50.39125528963737,0.0
44.14116387179876,0.0
38.00010055164419,0.0
38.408399885518755,-1.0
43.7991608683366,-1.0
44.70974107648475,-1.0
43.55028097837113,1.0
38.56026219697725,1.0
39.40459056501509,-1.0
48.791908336985585,-4.0
44.961639766574,-1.0
40.37868320199639,-1.0
39.083193699718954,1.0
33.871590521306025,0.0
39.70591318044571,1.0
37.39310302530374,0.0
51.679281124923435,0.0
42.98667612518446,-3.0
50.261496921980125,1.0
47.58847918821593,-2.0
45.83628691795786,1.0
38.365188679011766,-1.0
35.98427077369145,1.0
39.51117338837051,0.0
52.677657015031535,0.0
46.37638743047975,0.0
36.14826123397796,-1.0
39.89066131504366,1.0
41.06697002298464,1.0
45.112032740568395,0.0
37.16976762373955,1.0
51.173530895777205,1.0
38.32514768360498,0.0
43.94946369419992,0.0
47.78861346613756,-2.0
46.32713931752324,0.0
45.83916932622699,1.0
37.0294859496249,0.0
42.59055771783086,-2.0
52.8550233251625,-1.0
35.13995749775773,0.0
46.861768337406176,-1.0
49.304229128004955,-1.0
36.98560609451602,-1.0
48.91427353834745,1.0
35.92406282160084,0.0
43.596895769167574,0.0
48.55236571789729,2.0
39.55566101167212,1.0
51.01441852468242,-1.0
41.328512820909225,-1.0
50.057782947178325,-1.0
43.2852893499494,0.0
46.39124589582991,0.0
37.700464553209045,-1.0
47.0784464483477,-1.0
44.9751087639118,0.0
47.71223729055275,0.0
39.55519406978817,-1.0
54.64001258917435,0.0
32.679487483472386,-1.0
47.26100863256622,1.0
46.44455902734263,-1.0
42.40976634644162,2.0
49.291882346549905,0.0
38.252735077837215,0.0
39.845422108857605,-1.0
40.64705408707976,0.0
48.27087037376244,2.0
44.11876584338914,0.0
47.44675425705876,-2.0
55.273317947958425,-1.0
50.08427530521297,0.0
39.661027123895465,0.0
52.792292972424306,-1.0
39.26912645765455,-2.0
40.99322671301592,-1.0
45.82534660507662,3.0
52.152543536134466,-1.0
37.677077654056276,0.0
57.16113559187953,0.0
36.14605166128567,-1.0
48.61760121488154,0.0
36.33853364054969,-1.0
43.8386282788471,-3.0
39.40083756571147,-1.0
52.43057610193092,-1.0
48.36391969142712,-1.0
46.07590558192122,1.0
40.461595622096965,2.0
42.71806332191852,0.0
34.5620147403841,1.0
41.41487910193336,0.0
46.7626631730894,1.0
54.754566500863085,1.0
39.41982221303602,0.0
44.22886444425241,0.0
49.297282168118,-1.0
48.08529304592839,0.0
51.98309968865435,2.0
42.855038625408156,-2.0
46.143369987308354,0.0
44.778907112934554,1.0
57.129536396559345,-1.0
43.49385351317412,0.0
43.66162012178019,1.0
31.560766768228113,-1.0
46.83531849608347,-1.0
43.999217446577134,1.0
38.72098151295897,1.0
53.170144630179344,-1.0
39.12305773320626,1.0
38.83965115203918,-2.0
39.98926902981895,1.0
36.321503178973174,0.0
47.92999652729643,0.0
39.93740854890797,1.0
42.26094601181873,1.0
42.96236655061109,0.0
44.35223079023866,-1.0
47.425044177486186,-1.0
43.691375491398986,-1.0
43.90426650650868,0.0
48.64634296876842,-1.0
40.51203566521444,-1.0
55.6970290437451,1.0
40.41295269038822,0.0
47.26875710180794,0.0
42.13843295540484,-2.0
37.52464583117526,0.0
49.410998877218475,0.0
52.93124125850274,0.0
41.6348035506492,1.0
41.25857945502404,1.0
42.44419497700451,-1.0
46.5309596418021,-2.0
43.2044027448957,3.0
51.55395831583973,1.0
53.0966464205109,-1.0
46.83486449717234,2.0
44.46437167893266,0.0
43.48152407125085,-1.0
50.95033935062953,-1.0
47.29305440789338,0.0
48.25644046513463,-1.0
54.38006418748736,0.0
43.442079165901944,0.0
44.4249325143888,1.0
52.08444525105084,1.0
